,text,Anger,Fear,Happiness,Hatred,Sadness,Wonder
1127,حالا وقتش است به این در کمین‌نشینانی که اوضاع مملکت خود را رها کرده مترصدِ خبر کرونا در تورکیه بودند گفت؛خوبتان شد؟!دینجلدیز؟! حالا با خیال راحت بروید از مقامات ایران بپرسید چرا پروازهای چین لغو نشد،چرا قم قرنطینه نشد،چرا کمک‌های بین‌المللی داره با نرخ و بها دست مردم میرسه؟!,0,0,0,0,0,0
1130,جمهوری اسلامی اگرچە در زمینەهای مختلف دچار شکست و ناکامی شدە است اما در چند زمینە موفق بودە است کە عبارتند از: ایجاد فرهنگ عرب ستیزی، کورد ستیزی، فارس ستیزی، بلوچ ستیزی، ترک ستیزی، انسان ستیزی و ....,0,0,0,0,0,0
1131," چرا در کارزار توییتری #لغو_فوری_اعدام شرکت نمی‌کنید؟!

در دی ماه ۹۶ و آبان ۹۸ که در خانه نشستید و با سکوت‌تان از پشت به…",0,0,0,0,0,0
1132,قبلنا دستم خطا نمی رفت فک کنم با کهولت سن ب اینجا رسیدم,0,0,0,0,0,0
1133," استی های گرامی دایرکت بنده به روی نود های قشنگ شما باز است🌷
#BackDoor2ndWin 
#StrayKids4thWin 
#스키즈_백도어_2관왕 
@username",0,0,0,0,0,0
1134," ترکیب دلخواه مدنظرم در این لحظه:
املت، رفقا، دوربین عکاسی",0,0,0,0,0,0
1136,"@username توییت جالبیه
منشن های حضرات رو که خوندم خیلی شدید منو یاده این بزرگوار انداخت...
تجاوز و بردگیو اردوگاه کار اجباری و کلی ایده جالب و جدید برای جنایت علیه زنان
دمتون گرم www.link.com",0,0,0,0,0,0
1138,نرگس از کجا می خریدی؟,0,0,0,0,0,0
1139,خوب داره برای خودش چونه میزنه،خداراچی دیدی شایدیکی پیداشدوازش حمایت کرد،که آقاماقرص ضدبارداری می خواهیم،,0,0,0,0,0,0
1141,چون ایران کامل پایبند بود و هیچ بهانه‌ای نداشت,0,0,0,0,0,0
1143,از صميم قلب دوست داشتم با زن داداش ايشون اشنا شم:))) خوشوَقتم ,0,0,0,0,0,0
1144,ما دیگه با دروغهاشون حامله ایم,0,0,0,0,0,0
1145,کرونای جسم با مرگ مختومه اعلام میشه ولی اونی که کرونای شعور داره بیماری ش، در طول و عرض زمان جاری و ساری و تمام نشدنیه ...:(,0,0,0,0,0,0
1147,چرا سام‌ نیست کیرم تو برنامشون :((((( من واسه اون میدیدم,0,0,0,0,0,0
1148,خیلی سعی کرد ولی وقتی فهمید از خلقت مشکل دار بودم ول کرد گف تو هر چیزی می خوری بخور,0,0,0,0,0,0
1152,چرا تخته نرد داریم ولی تخته ماده نداریم (شوهر عمم وقتی فکر میکنه خیلی بانمکه) :///////,0,0,0,0,0,0
1159,یکم پاشنه های کفشش بلند تر بود قشنگ تر میشد :))))))))),0,0,0,0,0,0
1160,طول میکشه حالا ولی یه وقتایی یادم میفته و وای بر اون وقتا,0,0,0,0,0,0
1163,تامن گوگل میکنم شما برید یک حالی ببرید از این رقص زیبا ,0,0,0,0,0,0
1164," من از وقتی فهمیدم قابلیت لایو و ممنوع شدن فرستادن اموجیه فاک🖕
به قابلیتای فراوان شاد اضافه شده دیگه اون آدم سابق نشدم:)))))
@…",0,0,0,0,0,0
1165,تو شعرا آغوش بهتره ولی کوچه بازاری بغل بیشتر میچسپه,0,0,0,0,0,0
1166, با ساختمون شهرداری رشت شوعاف نکنی گناهه! www.link.com,0,0,0,0,0,0
1167," بعد از اینکه قرارداد اکسو با نیچر تموم شد برندا دارن حمله میکنن سمتشون
ولی من نیچرو بیشتر دوست داشتم

#EXO @username @username…",0,0,0,0,0,0
1168,@username ممنون که بخاطر ما مردم ایران و بیدار کردن ما اینهمه سختی رو تحمل کردی برای اینکه امپراطوری کوروش رو به سرزمین پرشیا بیاری مجبور شدی واردی دنیای کثیف سیاست بشی ولی ازتون خواهش میکنم لیدر ما بمون که جز شما کسی راه رو به ما نشون نداده بود,0,0,0,0,0,0
1176, ما را در سخت جانی تو این گمان نبود,0,0,0,0,0,0
1187,وفاداری در تیم کاری می‌تونه واقعیت داشته باشه، اما پیش‌فرض نیست. صرفن اینکه شما به یکی حقوق می‌دید (متوسط یک سوم ارزش کارش) دلیل نمی‌شه وفاداریش رو هم خریده باشید. وفاداری چیزیه که به سختی به دست میاد و به راحتی از دست می‌ره. و اولین گام اینه: شما باید قابل اعتماد و وفادار باشید. ,0,0,0,0,0,0
1188,"برداشتتون از تصویر پایین چیه؟؟
---
تابلوی« عشاق» (The Lovers) اثر رنه ماگریت www.link.com",0,0,0,0,0,0
1190,کجای کار میلنگه که همه مینالن از تنهایی و حال بد اما هیچ کدوم حاضر نمیشیم حال همو خوب کنیم، تنهایی های همو پُر کنیم؟ منتظر کدوم خوشبختی و حال خوش باد آوورده نشستیم؟ #شیف_شب #جاج_ممنوع,0,0,0,0,0,0
1191,یعنی امسال قراره از کدوم تیم کامبک بخوریم؟:(,0,0,0,0,0,0
1195,شب از نیمه گذشت، و من از نگاه تو... ,0,0,0,0,0,0
1196," چندسال پیش اکسم باهام قرار گذاشت
با یه شیشه پر از سیمکارت شکسته اومد
گفت من اینجوری،کسی که بهم خیانت کنه رو اززندگیم حذف میکن…",0,0,0,0,0,0
1199," خیلی خیلی unpopular opinion:
واتساپ برنامه خوب و به درد بخوریه و حجم زیادی مصرف نمیکنه.",0,0,0,0,0,0
1203,شایعه‌اس ایمو امن نیست سیگنال و اتس اپ مشکلی نداره,0,0,0,0,0,0
1205,مشکل دوم این تست هم اینه که از ویژگی اصلی انسان یعنی تغییر پذیری و کامل شدن چشم پوشی میکنه، به شخصه تست کهن الگوها رو از دو جهت کاملتر میبینم، اونو هم تست کن,0,0,0,0,0,0
1206," حداقل روغن بنفشه رو به میزان کافی تو بازار موجود کنید :\
علی برکت الله 
#قتلگاه_کنکور
#تعویق_کنکور_کرونایی
@username
@username…",0,0,0,0,0,0
1210, مواضع مهم آیت‌الله‌ سیستانی را در خصوص تحولات اخیر عراق تظاهرات کنندگان مسالمت آمیز، صفوف خود را از معترضان نامسالمت آمیز جدا کنند دشمنان برای تحقق اهداف خبیث خود مثل گسترش آشوب، کشتار داخلی و بازگرداندن کشور به دوره دیکتاتوری برنامه ریزی میکنند ,0,0,0,0,0,0
1214,⁨ همیشه سفارتهای رژیم تروریستی جمهوری اسلامی در تسخیر ری استارتیهاست! ( “ویدیوی دو دقیقه ای “) #RestartMiga #توییت_خوان #ری_استارت_تنها_راه_نجات #قانون_اساسی_کورش #ری_استارت #MIGA #Make_Iran_Great_Again #RestartMIGA #voafarsi #bbcpersian #ترامپ #پمپئو #اسرائیل,0,0,0,0,0,0
1215,والا با این جاهایی‌ که جوشا‌ برای زدن‌ پیدا‌ میکنن‌ بیشتر‌ لیاقت‌ اشرف‌ مخلوقاتو‌ دارن‌ تا‌ ماها‌ :/,0,0,0,0,0,0
1216," @username یاد و نام ایشان گرامی باد
پاینده باد #بلوچستان ایران
همه جای ایران سرای من است
#jawidshah    
#KingdomWithPahla…",0,0,0,0,0,0
1217,"گفته شده شاید رئیس جمهور آینده کشور زن باشد، بله شما می توانید زنهایی را پیدا کنید که از صد تا مرد زن ستیز تر باشند. کافی است برای نمونه سری به محفل شورای اسلامی بزنید. 
رئیس جمهور زن در ساختار جمهوری اسلامی همان مادر شوهری است که از ذکر پسرش دفاع خواهد کرد. 
#نه_به_اعدام",0,0,0,0,0,0
1219,جمهوری اسلامی فک کنم آب صابون قاطی کرده تو ایران ک انقد حباب تشکیل میشه تو تمام مسائل😂,0,0,0,0,0,0
1220, وقتی آدمی مثل شارمین دو ماهه توی انفرادیه بیشتر مطمئن میشم که کم‌کاری های مناطق حاشیه و ناعدالتی‌هاش از نتونستن آقایان نیست؛…,0,0,0,0,0,0
1224,چون که اسرارت نهان در دل شود آن مُرادت زودتر حاصل شود,0,0,0,0,0,0
1228,باز خوبه تو راحتى! :))) با اين مشكلى ندارى كه همه رو بايد تو خونه نگه دارى؟ :)),0,0,0,0,0,0
1229,@username خیلی از سلبریتی ها در ایران نسبت به اعتراضات و گران شدن بنزین سکوت کرده‌اند... این #مریم_طوسی است رکورددار دوهای سرعت زنان ایران، که سکوت نکرده و از گرانی بنزین انتقاد می کند. @username #تظاهرات_سراسری #نه_به_جمهوری_اسلامی @username,0,0,0,0,0,0
1231,اینها هیچکدام هنرمند نیستن همشون اطلاعاتی هستن بیانیه‌شان هم قطعا فرمایشی است و هدفمند.,0,0,0,0,0,0
1232," چرا جدا بشر به خواست خودش از معماری ویکتوریایی به سبکای دیگه‌ رو اورد؟؟
چرا بشر خودشو از زیبایی محروم کرد؟ www.link.com…",0,0,0,0,0,0
1236,تو رو که نمی‌دونم ولی محمد دقیقا یکی از مصداقاشه :‌)),0,0,0,0,0,0
1237,عکس العمل مردم هشیار عراق وتظاهر کنندگان درصحنه درمواجه با نماینده دبیر کل ملل متحد درعراق تظاهرکننده: یک شهروند: ملل متحد یک تماشاچی مردم عراق است و به خوبی میداند که برخی نفرات شهید و مجروح شده وتیر مستقیم شلیک میشود #براندازم #عراق_ینتفض,0,0,0,0,0,0
1241,Nader متاسفانه این فرد دست نشانده ی دولت انگلستان ایت. به گفته خود مقامات رژیم پاسپورت انگلیسی دارد. او وقتی به خدمت دولت انگلیتان در امد در دهه هستاد@username نام خانوادگی خود را که نامی ابرانی ،،فریدون،، بود به یک نام اسلامی ،،روحانی،، تغییر داد تا بتواند مردم نا اگاه را فریب دهد,0,0,0,0,0,0
1244," آقای دکتر قالیباف!
وقتی درجلسه با رهبری به جای نشستن در جایگاه ریاست در جایگاه پاسخگویی ایستادید امیدوار شدیم که مجلس…",0,0,0,0,0,0
1246,ای جانم...عزیزم ..کوچولو ان‌شاءالله زودی خوب میشه نگران نباش بچه تا بخواد بزرگ بشه از این گرفتاریا زیاد داره,0,0,0,0,0,0
1247,بیخیال چی اینکه سقوط میکنم به سرعت؟,0,0,0,0,0,0
1248,همینا رو گوش میکنی توهم میزنی میری تو فاز ازدواج ,0,0,0,0,0,0
1249,یکی که مثل نداشته باشه باغ امیدش چیه اونم نداریم .,0,0,0,0,0,0
1252,ما فقط باید روی خودمون تمرکز کنیم تنها با این کاره که کنار آیدلمون خوشحال می مونیم نمیشه انتظار داشت همه ملاحظه کنن:] #OurPreciousKAI #EXO @username @username @username,0,0,0,0,0,0
